"01-446 Aurora" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts" ,"NP" ,"Total" ,1 ,
"District 15 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Sheldon, Michael D. " ,"REP" ,"Total" ,1 ,
"District 15 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Treadwell, Mead" ,"REP" ,"Total" ,10 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,11744 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,33 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Call, Debra L." ,"DEM" ,"Total" ,28 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,11744 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,33 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Gattis, Lynn" ,"REP" ,"Total" ,4 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Grunwald, Edie" ,"REP" ,"Total" ,6 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Jackson, Sharon D." ,"REP" ,"Total" ,3 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Meyer, Kevin G." ,"REP" ,"Total" ,11 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Stevens, Gary L." ,"REP" ,"Total" ,3 ,
"District 15 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Wright, Stephen" ,"REP" ,"Total" ,2 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,11744 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,33 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (ADL)" ,"ADL" ,"NP" ,"McCormack, Patrick" ,"DEM" ,"Total" ,11 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (ADL)" ,"ADL" ,"NP" ,"Phillips, Rick" ,"DEM" ,"Total" ,6 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (ADL)" ,"ADL" ,"NP" ,"Franks, Lyn D." ,"DEM" ,"Total" ,15 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,11744 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,33 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (R)" ,"REP" ,"NP" ,"Weaver, Aaron A." ,"REP" ,"Total" ,15 ,
"District 15 - Early Voting" ,"HOUSE DISTRICT 15 (R)" ,"REP" ,"NP" ,"LeDoux, Gabrielle" ,"REP" ,"Total" ,17 ,
"District 16 - Early Voting" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,14414 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,97 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Cumings, Christophe" ,"DEM" ,"Total" ,3 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Galvin, Alyse S." ,"DEM" ,"Total" ,60 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Hafner, Carol" ,"DEM" ,"Total" ,6 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Shein, Dimitri" ,"DEM" ,"Total" ,22 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,14414 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,89 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Nelson, Thomas" ,"REP" ,"Total" ,7 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Whittaker, Jed" ,"REP" ,"Total" ,12 ,
"District 16 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Young, Don" ,"REP" ,"Total" ,68 ,
"District 16 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,14414 ,
"District 16 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,97 ,
"District 16 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Begich, Mark" ,"DEM" ,"Total" ,78 ,
"District 16 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Toien, William S." ,"LIB" ,"Total" ,10 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,14414 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,89 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Colbry, Darin A." ,"REP" ,"Total" ,1 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Dunleavy, Mike J." ,"REP" ,"Total" ,43 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Gordon, Thomas A." ,"REP" ,"Total" ,2 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Heikes, Gerald L." ,"REP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Hlatcu, Merica" ,"REP" ,"Total" ,1 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Sheldon, Michael D. " ,"REP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Treadwell, Mead" ,"REP" ,"Total" ,42 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,14414 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,97 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Call, Debra L." ,"DEM" ,"Total" ,84 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,14414 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,89 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Gattis, Lynn" ,"REP" ,"Total" ,8 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Grunwald, Edie" ,"REP" ,"Total" ,17 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Jackson, Sharon D." ,"REP" ,"Total" ,4 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Meyer, Kevin G." ,"REP" ,"Total" ,41 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Stevens, Gary L." ,"REP" ,"Total" ,6 ,
"District 16 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Wright, Stephen" ,"REP" ,"Total" ,9 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,14414 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,97 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (ADL)" ,"ADL" ,"NP" ,"Spohnholz, Ivy A." ,"DEM" ,"Total" ,93 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,14414 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,89 ,
"District 16 - Early Voting" ,"HOUSE DISTRICT 16 (R)" ,"REP" ,"NP" ,"Wright, Stanley A." ,"REP" ,"Total" ,81 ,
"District 17 - Early Voting" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,118 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Cumings, Christophe" ,"DEM" ,"Total" ,3 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Galvin, Alyse S." ,"DEM" ,"Total" ,80 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Hafner, Carol" ,"DEM" ,"Total" ,5 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Shein, Dimitri" ,"DEM" ,"Total" ,26 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,87 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Nelson, Thomas" ,"REP" ,"Total" ,12 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Whittaker, Jed" ,"REP" ,"Total" ,9 ,
"District 17 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Young, Don" ,"REP" ,"Total" ,64 ,
"District 17 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,118 ,
"District 17 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Begich, Mark" ,"DEM" ,"Total" ,106 ,
"District 17 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Toien, William S." ,"LIB" ,"Total" ,7 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,87 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Colbry, Darin A." ,"REP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Dunleavy, Mike J." ,"REP" ,"Total" ,51 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Gordon, Thomas A." ,"REP" ,"Total" ,3 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Heikes, Gerald L." ,"REP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Hlatcu, Merica" ,"REP" ,"Total" ,1 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Sheldon, Michael D. " ,"REP" ,"Total" ,1 ,
"District 17 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Treadwell, Mead" ,"REP" ,"Total" ,31 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,118 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Call, Debra L." ,"DEM" ,"Total" ,106 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,87 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Gattis, Lynn" ,"REP" ,"Total" ,6 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Grunwald, Edie" ,"REP" ,"Total" ,19 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Jackson, Sharon D." ,"REP" ,"Total" ,7 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Meyer, Kevin G." ,"REP" ,"Total" ,46 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Stevens, Gary L." ,"REP" ,"Total" ,4 ,
"District 17 - Early Voting" ,"LIEUTENANT GOVERNOR (R)" ,"REP" ,"NP" ,"Wright, Stephen" ,"REP" ,"Total" ,2 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,118 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (ADL)" ,"ADL" ,"NP" ,"Gray-Jackson, Elvi" ,"DEM" ,"Total" ,112 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,87 ,
"District 17 - Early Voting" ,"SENATE DISTRICT I (R)" ,"REP" ,"NP" ,"Crawford, Jim" ,"REP" ,"Total" ,68 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,118 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (ADL)" ,"ADL" ,"NP" ,"Josephson, Andrew L." ,"DEM" ,"Total" ,116 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,12896 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,87 ,
"District 17 - Early Voting" ,"HOUSE DISTRICT 17 (R)" ,"REP" ,"NP" ,"Sanders, Marcus" ,"REP" ,"Total" ,70 ,
"District 18 - Early Voting" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"Race Statistics" ,"NP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,13936 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,209 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Cumings, Christophe" ,"DEM" ,"Total" ,4 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Galvin, Alyse S." ,"DEM" ,"Total" ,149 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Hafner, Carol" ,"DEM" ,"Total" ,10 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (ADL)" ,"ADL" ,"NP" ,"Shein, Dimitri" ,"DEM" ,"Total" ,39 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,13936 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,151 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Nelson, Thomas" ,"REP" ,"Total" ,21 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Whittaker, Jed" ,"REP" ,"Total" ,22 ,
"District 18 - Early Voting" ,"US REPRESENTATIVE (R)" ,"REP" ,"NP" ,"Young, Don" ,"REP" ,"Total" ,97 ,
"District 18 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,13936 ,
"District 18 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,209 ,
"District 18 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Begich, Mark" ,"DEM" ,"Total" ,153 ,
"District 18 - Early Voting" ,"GOVERNOR (ADL)" ,"ADL" ,"NP" ,"Toien, William S." ,"LIB" ,"Total" ,23 ,
"District 18 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 ,
"District 18 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Registered Voters" ,"NP" ,"Total" ,13936 ,
"District 18 - Early Voting" ,"GOVERNOR (R)" ,"REP" ,"NP" ,"Times Counted" ,"NP" ,"Total" ,151 ,
